GeoID,pop,employed,pct_employed,income,bike,pct_bike,transit,pct_transit,pct_30m,pct_maleBachelor,houseAge,housingUnits,pct_male,pct_white,mdAge,mdRent,mdHouseValue,pct_renterOccupied
60750209002,813,564,89.95215311,53933,61,11.38059701,222,41.41791045,53.59223301,26.58788774,79,363,62.60762608,46.98646986,35.1,1410,842100,85.36285363
60750209003,848,563,96.40410959,127917,62,11.01243339,216,38.36589698,47.27272727,41.40625,56,381,45.51886792,70.51886792,32,1253,789800,79.5990566
60750209004,1131,729,91.23904881,90278,43,5.898491084,373,51.1659808,60.90775988,23.40195016,79,504,51.28205128,63.2183908,37.8,1514,1086500,87.5331565
60750210001,857,745,100,102431,59,7.919463087,352,47.24832215,57.48251748,49.51807229,79,547,64.41073512,67.56126021,34.4,1651,1187500,89.96499417
60750210002,1274,950,94.05940594,174167,104,10.94736842,596,62.73684211,35.42857143,53.52363961,79,510,61.30298273,80.37676609,37.7,2344,942900,77.62951334
60750210003,1205,889,100,120350,80,9.142857143,505,57.71428571,46.61117717,38.75236295,79,679,51.86721992,72.94605809,37.9,1705,1222200,66.30705394
60750210004,1499,889,92.79749478,100368,73,8.211473566,414,46.56917885,52.61780105,26.31147541,79,565,51.83455637,63.30887258,35.7,1604,985800,74.30083144
60750211001,1290,813,93.87990762,173750,65,8.485639687,252,32.89817232,48.69942197,50.28790787,79,598,59.06976744,90.23255814,40.7,1901,1234700,47.6744186
60750211002,984,597,92.99065421,167375,27,4.522613065,312,52.26130653,64.06533575,41.9525066,79,502,47.56097561,59.45121951,33.8,2355,950000,70.52845528
60750211003,1062,722,95.5026455,138864,0,0,186,25.97765363,75.6043956,34.36830835,79,545,51.6007533,83.14500942,43.2,2275,1727900,72.69303202
60750211004,910,523,94.23423423,125179,0,0,145,28.21011673,55.55555556,36.82065217,79,474,47.69230769,70.76923077,44.2,1704,2000000,19.56043956
60750212001,1008,713,93.81578947,144167,41,5.774647887,193,27.18309859,56.52841782,44.05339806,66,514,50.3968254,82.04365079,39.6,1977,1635200,52.48015873
60750212002,1329,751,96.52956298,164643,15,2.118644068,138,19.49152542,49.50980392,43.51378958,79,594,51.54251317,73.28818661,38.4,2173,1582100,39.00763359
